"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
2.442389379E2,-4.789288044E0,6.315382957E0,2.972772717E-1
2.442439341E2,-3.734455109E0,5.591345787E0,3.155616522E-1
2.442489304E2,-2.682342052E0,4.868057251E0,4.195166826E-1
2.442539266E2,-1.985705853E0,4.212745667E0,4.828297496E-1
2.442589229E2,-1.495199203E0,3.730726242E0,3.792889714E-1
2.442639191E2,-1.195564985E0,3.498483658E0,3.127564788E-1
2.442689154E2,-1.009200335E0,3.496773720E0,4.155432582E-1
2.442739116E2,-1.059880376E0,3.854527473E0,6.295574903E-1
2.442789079E2,-1.314064026E0,4.408664703E0,8.690210581E-1
2.442839041E2,-1.576022744E0,5.029694557E0,1.001472592E0
2.442889004E2,-1.683651447E0,5.607445717E0,9.995424747E-1
2.442938966E2,-1.594182491E0,6.122811317E0,8.310645223E-1
2.442988929E2,-1.432118654E0,6.528020859E0,5.596492290E-1
2.443038891E2,-1.202092886E0,6.818426132E0,1.289938092E-1
2.443088854E2,-9.705868959E-1,6.989431381E0,-4.169113636E-1
2.443138816E2,-7.989304066E-1,7.079518318E0,-9.432982802E-1
2.443188779E2,-7.533000708E-1,7.088811874E0,-1.286682606E0
2.443238741E2,-7.662261724E-1,6.840397835E0,-1.469941616E0
2.443288704E2,-8.092271090E-1,6.353529930E0,-1.606534958E0
2.443338666E2,-8.777023554E-1,5.891349792E0,-1.810039997E0
2.443388629E2,-9.874467850E-1,5.295617104E0,-1.782450438E0
2.443438591E2,-7.578493357E-1,4.470528603E0,-1.945177317E0
2.443488554E2,-2.905527353E-1,3.813282013E0,-2.098376751E0
2.443538516E2,2.603750229E-1,3.261480331E0,-2.219372749E0
2.443588479E2,7.463350296E-1,2.733697891E0,-2.356614113E0
2.443638441E2,1.286744833E0,2.119960785E0,-2.578011274E0
2.443688404E2,1.809782624E0,1.477804184E0,-2.960436344E0
2.443738366E2,2.358752728E0,8.503866196E-1,-3.298508167E0
2.443788329E2,2.809729576E0,5.630016327E-1,-3.501777887E0
2.443838291E2,3.154248714E0,7.015018463E-1,-3.451274872E0
2.443888254E2,3.416880608E0,1.122026443E0,-3.253118992E0
2.443938216E2,3.559732914E0,1.599576950E0,-2.989587307E0
2.443988179E2,3.865370512E0,1.866347313E0,-2.799862146E0
2.444038141E2,4.286612988E0,1.764901161E0,-2.535446167E0
2.444088104E2,4.488774300E0,1.482209206E0,-2.483009338E0
2.444138066E2,4.701600075E0,1.147622108E0,-2.369738102E0
2.444188029E2,4.781907082E0,8.712177277E-1,-2.090219975E0
2.444237991E2,4.653537750E0,7.485857010E-1,-1.950553179E0
2.444287954E2,4.393182755E0,7.843284607E-1,-1.740290761E0
2.444337916E2,4.044264793E0,8.825664520E-1,-1.277166963E0
2.444387879E2,3.286625147E0,9.905548096E-1,-8.667851090E-1
2.444437841E2,2.138737440E0,1.079344749E0,-5.180630088E-1
2.444487806E2,1.241015792E0,1.201380730E0,-2.066441774E-1
2.444537772E2,6.549590826E-1,1.208287239E0,8.680224419E-2
2.444587737E2,2.518798113E-1,1.114624977E0,3.723226786E-1
2.444637701E2,-2.069219351E-1,1.073578835E0,6.409916878E-1
2.444687663E2,-6.541355848E-1,9.607410431E-1,8.501404524E-1
2.444737626E2,-1.094519615E0,6.566524506E-1,1.052435517E0
2.444787588E2,-1.509651899E0,8.496379852E-2,1.137575030E0
2.444837551E2,-1.895864367E0,-6.154012680E-1,1.157717228E0
2.444887513E2,-2.034339905E0,-1.272244453E0,1.145916462E0
2.444937476E2,-1.825282812E0,-1.962138653E0,1.120818734E0
2.444987438E2,-1.440911412E0,-2.646656513E0,1.038857698E0
2.445037401E2,-1.042984962E0,-3.306413651E0,8.277087212E-1
2.445087363E2,-7.505339384E-1,-3.898200512E0,5.344935656E-1
2.445137326E2,-5.344845057E-1,-4.450650215E0,1.393612623E-1
2.445187288E2,-3.418412209E-1,-4.920617580E0,-2.340171337E-1
2.445237251E2,-1.820886135E-1,-5.332028389E0,-6.245406866E-1
2.445287213E2,2.660191059E-2,-5.766126633E0,-9.989676476E-1
2.445337176E2,2.174971104E-1,-6.108019829E0,-1.228360295E0
2.445387138E2,3.909478188E-1,-6.410368919E0,-1.384418964E0
2.445437101E2,5.521649122E-1,-6.668429375E0,-1.533475637E0
2.445487063E2,7.250872850E-1,-6.844112873E0,-1.473518610E0
2.445537026E2,9.432063699E-1,-6.999840260E0,-1.346925974E0
2.445586988E2,1.053637266E0,-7.164441109E0,-1.138117552E0
2.445636951E2,1.175790668E0,-7.342943192E0,-7.929736972E-1
2.445686913E2,1.558587193E0,-7.487489700E0,-9.473850727E-1
2.445736876E2,1.890892744E0,-7.645772457E0,-1.319623351E0
2.445786838E2,2.105799913E0,-7.454261780E0,-1.010516763E0
2.445836801E2,2.202751398E0,-7.124068260E0,-9.048243165E-1
2.445886763E2,2.507016420E0,-6.894575119E0,-9.777293205E-1
2.445936726E2,2.583255291E0,-6.689243793E0,-9.887855053E-1
2.445986688E2,2.751547813E0,-6.546565056E0,-8.701102734E-1
2.446036651E2,2.996973276E0,-6.480857849E0,-7.464189529E-1
2.446086613E2,3.185166121E0,-6.496688843E0,-7.433458567E-1
2.446136576E2,3.229584932E0,-6.474318504E0,-8.429759145E-1
2.446186538E2,3.005316734E0,-6.251236916E0,-9.409724474E-1
2.446236501E2,2.769974470E0,-5.861310005E0,-9.043229818E-1
2.446286463E2,2.441507816E0,-5.395831108E0,-6.041104198E-1
2.446336426E2,2.219986439E0,-4.864750862E0,-3.083797097E-1
2.446386388E2,2.086041212E0,-4.253805637E0,7.797908783E-2
2.446436351E2,1.919859171E0,-3.673102379E0,4.394866228E-1
2.446486313E2,1.869606495E0,-3.199108601E0,5.362865925E-1
2.446536276E2,1.681786299E0,-2.769449234E0,6.645194292E-1
2.446586238E2,1.328033566E0,-2.393561840E0,7.853076458E-1
2.446636201E2,9.902484417E-1,-2.037908554E0,9.843708277E-1
2.446686163E2,6.445307732E-1,-1.673795700E0,1.333389282E0
2.446736126E2,5.399169922E-1,-1.315547466E0,1.765549779E0
2.446786088E2,5.097041130E-1,-8.816814423E-1,2.463350773E0
2.446836051E2,2.676055431E-1,-3.388090134E-1,3.380414963E0
2.446886013E2,-5.352456570E-1,6.331033707E-1,4.623850346E0
2.446935976E2,-1.194985151E0,2.157586098E0,6.258285046E0
2.446985938E2,-1.836519003E0,3.597525597E0,7.262142658E0
2.447035901E2,-2.048793077E0,4.890997887E0,6.075594425E0
2.447085863E2,-2.032497644E0,5.842925072E0,3.662112713E0
2.447135826E2,-1.758310795E0,5.985897064E0,2.059962749E0
2.447185788E2,-1.398589134E0,5.091629028E0,1.710421085E0
2.447235751E2,-1.346063137E0,3.696849823E0,2.047854662E0
2.447285713E2,-9.458477497E-1,2.791794777E0,2.436637163E0
2.447335676E2,-3.171832561E-1,2.509829521E0,2.882938385E0
2.447385638E2,4.791927338E-2,2.725945473E0,3.340272903E0
2.447435601E2,1.547598839E-2,3.032743454E0,3.771901608E0
2.447485563E2,1.408517361E-1,3.415707588E0,3.930022717E0
2.447535526E2,2.194664478E-1,3.750772476E0,3.781483173E0
2.447585488E2,1.330015659E-1,4.086260796E0,3.364033699E0
2.447635451E2,-2.613482475E-1,4.489387512E0,2.743773460E0
2.447685413E2,-7.097837925E-1,4.831111908E0,2.034158230E0
2.447735376E2,-1.164578915E0,5.145107269E0,1.382262111E0
2.447785338E2,-1.731343985E0,5.440963745E0,8.351759911E-1
2.447835301E2,-2.291203737E0,5.675456047E0,3.786170483E-1
2.447885263E2,-2.782644987E0,5.968018532E0,4.176306725E-2
2.447935226E2,-3.230618238E0,6.327713013E0,-8.302617073E-2
2.447985188E2,-3.502256155E0,6.648751259E0,-1.089478731E-1
2.448035151E2,-3.656024694E0,6.887725830E0,-1.209158897E-1
2.448085113E2,-3.678341627E0,7.097018242E0,-1.371147633E-1
2.448135076E2,-3.569981813E0,7.281181335E0,-9.012138844E-2
2.448185038E2,-3.417522192E0,7.435292244E0,-1.039868593E-1
2.448235001E2,-3.207113743E0,7.564002991E0,-2.263842821E-1
2.448284963E2,-2.886322260E0,7.523877144E0,-3.570547104E-1
2.448334926E2,-2.569999695E0,7.358135223E0,-2.900670767E-1
2.448384888E2,-2.186089516E0,7.071698189E0,-1.492776871E-1
2.448434851E2,-1.724404097E0,6.583434105E0,-1.970481873E-2
2.448484813E2,-1.251068592E0,5.836290359E0,-1.584594250E-1
2.448534776E2,-9.519224167E-1,4.892928123E0,-5.459815264E-1
2.448584738E2,-7.977454662E-1,3.801565170E0,-1.086750507E0
2.448634701E2,-6.158809662E-1,2.801728249E0,-1.657061100E0
2.448684663E2,-5.157227516E-1,1.994121552E0,-2.176793098E0
2.448734626E2,-5.687229633E-1,1.455252647E0,-2.513188124E0
2.448784588E2,-7.746767998E-1,1.165760994E0,-2.767494678E0
2.448834551E2,-1.008997917E0,1.044149399E0,-2.930861712E0
2.448884513E2,-1.238271713E0,9.754276276E-1,-3.046587944E0
2.448934476E2,-1.505255222E0,9.261121750E-1,-3.052452803E0
2.448984438E2,-1.800105572E0,8.435602188E-1,-2.957743168E0
2.449034401E2,-1.916759968E0,6.656246185E-1,-2.804978848E0
2.449084363E2,-1.888164282E0,3.829956055E-1,-2.608252048E0
2.449134326E2,-1.895179749E0,1.251239777E-1,-2.467651367E0
2.449184288E2,-1.961255312E0,-7.925891876E-2,-2.311240196E0
2.449234251E2,-2.014592409E0,-2.110862732E-1,-2.182222366E0
2.449284213E2,-1.983699560E0,-2.800884247E-1,-2.004004478E0
2.449334176E2,-1.821239948E0,-3.485841751E-1,-1.743394852E0
2.449384138E2,-1.566177130E0,-4.214887619E-1,-1.438826799E0
2.449434101E2,-1.271468401E0,-4.988784790E-1,-1.099799395E0
2.449484063E2,-1.062150002E0,-5.762119293E-1,-6.685035825E-1
2.449534026E2,-8.911025524E-1,-6.489810944E-1,-2.737902403E-1
2.449583988E2,-6.681282520E-1,-7.844295502E-1,6.586420536E-2
2.449633951E2,-4.035961628E-1,-9.635543823E-1,2.932859659E-1
2.449683913E2,-7.404017448E-2,-1.205538750E0,4.230753183E-1
2.449733876E2,2.675843239E-1,-1.452930927E0,4.264615774E-1
2.449783838E2,6.404527426E-1,-1.758209705E0,3.891758919E-1
2.449833801E2,1.010893822E0,-2.130806923E0,3.346967697E-1
2.449883763E2,1.292923093E0,-2.560928822E0,2.289602757E-1
2.449933726E2,1.558197737E0,-2.967124939E0,9.047591686E-2
2.449983688E2,1.840419888E0,-3.421047688E0,-2.362203598E-2
2.450033651E2,2.048790932E0,-3.841221333E0,-1.569277048E-1
2.450083613E2,2.116454601E0,-4.055428505E0,-2.478015423E-1
2.450133576E2,2.057852030E0,-4.317359924E0,-3.061640263E-1
2.450183538E2,2.006709099E0,-4.593557835E0,-3.320319653E-1
2.450233501E2,1.934132218E0,-4.860148907E0,-3.778935075E-1
2.450283463E2,1.964636326E0,-5.102777481E0,-4.339447618E-1
2.450333426E2,2.002564430E0,-5.331025124E0,-4.760357141E-1
2.450383388E2,2.052843809E0,-5.573576927E0,-5.326817632E-1
2.450433351E2,2.053420544E0,-5.859081745E0,-6.610953212E-1
2.450483313E2,1.995170474E0,-6.182597160E0,-8.277314305E-1
2.450533276E2,1.797419786E0,-6.553479195E0,-9.992903471E-1
2.450583238E2,1.757480264E0,-6.995433807E0,-1.171073556E0
2.450633201E2,1.617781878E0,-7.163882256E0,-1.165946245E0
2.450683163E2,1.445442080E0,-7.274405479E0,-1.180004239E0
2.450733126E2,1.360425949E0,-7.240939140E0,-1.260960102E0
2.450783088E2,1.286334276E0,-7.097120285E0,-1.241260767E0
2.450833051E2,1.218673468E0,-6.866961956E0,-1.240548015E0
2.450883013E2,1.095510960E0,-6.493179321E0,-1.253794432E0
2.450932976E2,9.315947294E-1,-6.071572304E0,-1.199530959E0
2.450982938E2,6.646547318E-1,-5.611820221E0,-1.159029007E0
2.451032901E2,4.904272556E-1,-5.252732277E0,-1.218618989E0
2.451082863E2,4.275730848E-1,-5.142489433E0,-1.220506191E0
2.451132826E2,4.907543659E-1,-5.103765488E0,-1.102569342E0
2.451182788E2,4.654818773E-1,-4.945047379E0,-1.037032366E0
2.451232751E2,3.186371326E-1,-4.723817348E0,-1.048041344E0
2.451282713E2,1.021804810E-1,-4.526324749E0,-8.922043443E-1
2.451332676E2,-1.234424114E-2,-4.338241577E0,-6.231926084E-1
2.451382638E2,-1.209992170E-1,-4.092612267E0,-2.990887165E-1
2.451432601E2,-1.624855995E-1,-3.502683163E0,-6.429672241E-3
2.451482563E2,-1.374527216E-1,-3.056728363E0,5.800932646E-2
2.451532526E2,-1.551753283E-1,-2.711323261E0,2.713470459E-1
2.451582488E2,-2.047735453E-1,-2.360904694E0,4.894756675E-1
2.451632451E2,-2.752414942E-1,-1.895226955E0,8.792104125E-1
2.451682413E2,-5.332659483E-1,-1.400354385E0,1.310494542E0
2.451732376E2,-8.836252689E-1,-7.137374878E-1,1.763330936E0
2.451782338E2,-1.265070915E0,-4.616355896E-2,2.357172012E0
2.451832301E2,-1.692613125E0,6.405305862E-1,3.044639349E0
2.451882263E2,-2.065758467E0,1.432291985E0,3.760431767E0
2.451932226E2,-2.489444733E0,2.553633690E0,4.463716507E0
2.451982188E2,-3.034863949E0,3.865156174E0,5.488227367E0
2.452032151E2,-3.850041866E0,4.969087601E0,6.728902340E0
2.452082113E2,-4.926310539E0,6.041751862E0,7.009801865E0
2.452132076E2,-6.309819698E0,6.747652054E0,5.797797203E0
2.452182038E2,-7.363519192E0,6.938517570E0,3.642767429E0
2.452232001E2,-7.339725494E0,6.634135246E0,1.575102091E0
2.452281963E2,-6.153591156E0,5.840450287E0,3.365577459E-1
2.452331926E2,-3.956054688E0,4.903450012E0,-2.928905487E-1
2.452381888E2,-1.709818482E0,4.010820389E0,-8.900861144E-1
2.452431851E2,-3.869785070E-1,3.258876801E0,-1.346794248E0
2.452481813E2,-4.263472557E-2,2.906044960E0,-1.608042479E0
2.452531776E2,-1.160022020E-1,2.904215813E0,-1.605010509E0
2.452581738E2,-3.003735542E-1,3.257828712E0,-1.291444063E0
2.452631701E2,-6.483451128E-1,3.942521095E0,-8.113945127E-1
2.452681663E2,-1.102490187E0,4.699570656E0,-2.696660161E-1
2.452731626E2,-1.457600951E0,5.399610519E0,1.819121838E-1
2.452781588E2,-1.604097962E0,6.013873100E0,4.925161600E-1
2.452831551E2,-1.532681108E0,6.508833885E0,7.313277721E-1
2.452881513E2,-1.358056068E0,6.913214684E0,8.239430189E-1
2.452931476E2,-1.180284381E0,7.255697250E0,8.155255318E-1
2.452981439E2,-1.137938619E0,7.497908592E0,6.505956650E-1
2.453031402E2,-1.097190499E0,7.539321899E0,3.833010197E-1
2.453081365E2,-1.154215932E0,7.351237297E0,3.883838654E-2
2.453131328E2,-1.266946912E0,6.876253128E0,-3.533218503E-1
2.453181291E2,-1.355421066E0,6.152706146E0,-6.160168052E-1
2.453231254E2,-1.244185448E0,5.410181046E0,-8.354438543E-1
2.453281217E2,-8.101305962E-1,4.557687759E0,-1.102902532E0
2.453331180E2,-2.409523726E-1,3.729175568E0,-1.366192102E0
2.453381143E2,3.385396004E-1,3.187591553E0,-1.687668562E0
2.453431106E2,9.376896620E-1,2.664805412E0,-2.177937508E0
2.453481069E2,1.561424136E0,2.203954697E0,-2.694015980E0
2.453531032E2,2.195997715E0,1.781354904E0,-3.079422951E0
2.453580995E2,2.636466980E0,1.607646942E0,-3.373552799E0
2.453630958E2,2.940933704E0,1.639705658E0,-3.567915440E0
2.453680922E2,3.090465069E0,1.810400009E0,-3.634431839E0
2.453730885E2,3.233577013E0,2.200853348E0,-3.644841194E0
2.453780848E2,3.418428421E0,2.734327316E0,-3.465275764E0
2.453830811E2,3.655426502E0,3.119013786E0,-3.157816172E0
2.453880774E2,3.931088924E0,3.183015823E0,-2.817824364E0
2.453930737E2,4.159551620E0,2.878909111E0,-2.521580219E0
2.453980700E2,4.446413040E0,2.427221298E0,-2.345724821E0
2.454030663E2,4.763839245E0,2.005292892E0,-2.118327856E0
2.454080626E2,4.878063202E0,1.751902580E0,-1.906598806E0
2.454130589E2,4.851987362E0,1.705173492E0,-1.557485819E0
2.454180552E2,4.604849815E0,1.773995399E0,-1.142589092E0
2.454230515E2,4.266066551E0,1.857699394E0,-6.183117032E-1
2.454280478E2,3.476649284E0,1.817387581E0,-1.035300493E-1
2.454330441E2,2.446237326E0,1.762887001E0,3.594350815E-1
2.454380403E2,1.575679541E0,1.607851982E0,7.377557755E-1
2.454430366E2,9.643563628E-1,1.366608620E0,1.136794686E0
2.454480328E2,6.741772890E-1,1.082242012E0,1.609525919E0
2.454530291E2,4.566730261E-1,6.687602997E-1,1.988802075E0
2.454580253E2,1.545519829E-1,2.315196991E-1,2.136727810E0
2.454630216E2,-1.603155136E-1,-2.581472397E-1,2.082363844E0
2.454680178E2,-4.451770782E-1,-7.954196930E-1,1.892804265E0
2.454730141E2,-6.622905731E-1,-1.399374962E0,1.658689737E0
2.454780103E2,-8.410698175E-1,-1.974328518E0,1.384559751E0
2.454830066E2,-8.481005430E-1,-2.649393559E0,1.002788186E0
2.454880028E2,-7.646965981E-1,-3.419460297E0,5.747357607E-1
2.454929991E2,-5.954409838E-1,-4.150300026E0,1.282756329E-1
2.454979953E2,-4.257448912E-1,-4.870391369E0,-6.672539711E-1
2.455029916E2,-2.933256626E-1,-5.550729275E0,-1.315367222E0
2.455079878E2,-1.646738052E-1,-5.937867641E0,-1.237732410E0
2.455129841E2,-7.297360897E-2,-6.261764526E0,-1.271615267E0
2.455179803E2,1.561617851E-2,-6.498667717E0,-1.176817656E0
2.455229766E2,2.211436033E-1,-6.839986324E0,-1.278007030E0
2.455279728E2,3.000911474E-1,-7.180309296E0,-1.306739569E0
2.455329691E2,2.716789246E-1,-7.275809288E0,-1.291220188E0
2.455379653E2,3.510164022E-1,-7.394695282E0,-1.388865829E0
2.455429616E2,3.991763592E-1,-7.522624969E0,-1.494024873E0
2.455479578E2,5.165981054E-1,-7.626142025E0,-1.520192981E0
2.455529541E2,7.321035862E-1,-7.638327122E0,-1.481197357E0
2.455579503E2,8.877011538E-1,-7.621482372E0,-1.438896656E0
2.455629466E2,1.002340078E0,-7.599601269E0,-1.311699629E0
2.455679428E2,1.056534767E0,-7.438842773E0,-1.147336125E0
2.455729391E2,1.193468690E0,-7.230291367E0,-9.839665294E-1
2.455779353E2,1.450895786E0,-7.021894455E0,-9.218407273E-1
2.455829316E2,1.675273776E0,-6.780068874E0,-8.852367997E-1
2.455879278E2,1.808956861E0,-6.547839642E0,-6.978234053E-1
2.455929241E2,1.904324293E0,-6.277306557E0,-5.280548334E-1
2.455979203E2,1.927441597E0,-5.992385864E0,-3.150305748E-1
2.456029166E2,1.940033436E0,-5.626033306E0,-4.666602612E-2
2.456079128E2,1.908224225E0,-5.221312046E0,3.466030359E-1
2.456129091E2,1.850804090E0,-4.754340172E0,8.292844296E-1
2.456179053E2,1.829592466E0,-4.268292904E0,1.170339584E0
2.456229016E2,1.734103560E0,-3.849364281E0,1.440353394E0
2.456278978E2,1.626141787E0,-3.473684788E0,1.576311111E0
2.456328941E2,1.543515563E0,-3.064835548E0,1.673508883E0
2.456378903E2,1.433212996E0,-2.646955490E0,1.952278137E0
2.456428866E2,1.347701430E0,-2.225034237E0,2.289266825E0
2.456478828E2,1.296770811E0,-1.827881813E0,2.662357807E0
2.456528791E2,1.099167585E0,-1.465009212E0,2.786040783E0
2.456578753E2,8.130655289E-1,-1.078874588E0,2.862472534E0
2.456628716E2,4.294662476E-1,-6.311874390E-1,3.017022610E0
2.456678678E2,4.022669792E-2,-1.840267181E-1,3.207701921E0
2.456728641E2,-3.587446213E-1,3.248615265E-1,3.325728655E0
2.456778603E2,-6.134660244E-1,6.897506714E-1,3.450023651E0
2.456828566E2,-8.864939213E-1,1.111176491E0,3.665732861E0
2.456878528E2,-1.049024820E0,1.579000473E0,3.783564568E0
2.456928491E2,-1.116044998E0,1.934994698E0,3.713429451E0
2.456978453E2,-1.069360733E0,2.183783531E0,3.522177696E0
2.457028416E2,-6.558034420E-1,2.363842964E0,2.902733803E0
2.457078378E2,-1.290423870E-1,2.403825760E0,2.016692162E0
2.457128341E2,2.242071629E-1,2.285185814E0,1.264316320E0
2.457178303E2,3.754179478E-1,2.142254829E0,9.212398529E-1
2.457228266E2,6.020526886E-1,2.190446854E0,9.710732698E-1
2.457278228E2,8.230438232E-1,2.573312759E0,1.316367388E0
2.457328191E2,5.794465542E-1,2.869730949E0,1.932188869E0
2.457378153E2,1.725406647E-1,3.098754883E0,2.679285526E0
2.457428116E2,-3.254413605E-4,3.456583977E0,3.251654148E0
2.457478078E2,-2.400598526E-1,3.972064972E0,3.572528839E0
2.457528041E2,-7.759609222E-1,4.559129715E0,3.703458786E0
2.457578003E2,-1.373529196E0,5.074273109E0,3.643857241E0
2.457627966E2,-2.066322088E0,5.469807625E0,3.412511826E0
2.457677928E2,-2.768472672E0,5.913182259E0,2.999950409E0
2.457727891E2,-3.226322412E0,6.557427406E0,2.425781488E0
2.457777853E2,-3.468327284E0,7.368927956E0,1.652656198E0
2.457827816E2,-3.790620327E0,8.113172531E0,8.543962240E-1
2.457877778E2,-4.068668365E0,8.641757011E0,3.435487747E-1
2.457927741E2,-4.054382801E0,8.830167770E0,8.767139912E-2
2.457977703E2,-3.925678730E0,8.822025299E0,-7.114219666E-2
2.458027666E2,-3.569181204E0,8.674551010E0,-2.003529072E-1
2.458077628E2,-2.923972368E0,8.387623787E0,-2.287454605E-1
2.458127591E2,-2.335299015E0,8.018626213E0,-2.188055515E-1
2.458177553E2,-1.698688984E0,7.576776505E0,-6.462049484E-2
2.458227516E2,-1.196515322E0,6.985147476E0,5.333173275E-2
2.458277478E2,-7.433938980E-1,6.386871338E0,6.921374798E-2
2.458327441E2,-3.255832195E-1,5.676425934E0,-9.776651859E-2
2.458377403E2,4.769873619E-2,4.954561234E0,-4.523607492E-1
2.458427366E2,3.439440727E-1,4.164439201E0,-1.023832560E0
2.458477328E2,5.074787140E-1,3.354706764E0,-1.578116536E0
2.458527291E2,4.444785118E-1,2.626543999E0,-2.110923290E0
2.458577253E2,2.810549736E-1,1.951764107E0,-2.522182941E0
2.458627216E2,5.687212944E-2,1.350025177E0,-2.927599430E0
2.458677178E2,-4.044151306E-1,8.262205124E-1,-3.241285801E0
2.458727141E2,-9.689142704E-1,4.327802658E-1,-3.449274063E0
2.458777103E2,-1.455292940E0,1.550788879E-1,-3.561689377E0
2.458827066E2,-1.696418285E0,4.073715210E-2,-3.492594957E0
2.458877028E2,-1.907149315E0,3.643989563E-3,-3.366382122E0
2.458926991E2,-2.053718328E0,3.901100159E-2,-3.245271444E0
2.458976953E2,-2.169337511E0,1.277093887E-1,-3.086180210E0
2.459026916E2,-2.186753988E0,2.457580566E-1,-2.907779932E0
2.459076878E2,-2.263980865E0,3.643512726E-1,-2.743375301E0
2.459126841E2,-2.233795881E0,4.498529434E-1,-2.492153406E0
2.459176803E2,-2.239935637E0,5.213184357E-1,-2.273448944E0
2.459226766E2,-2.110221386E0,5.977954865E-1,-1.914618015E0
2.459276728E2,-1.930804729E0,6.218109131E-1,-1.506130457E0
2.459326691E2,-1.692587852E0,5.406303406E-1,-1.062058210E0
2.459376653E2,-1.381666660E0,4.307069778E-1,-6.059087515E-1
2.459426616E2,-1.018027306E0,3.348636627E-1,-2.045422792E-1
2.459476578E2,-6.791603565E-1,2.049846649E-1,1.708084345E-1
2.459526541E2,-3.229854107E-1,4.088306427E-2,3.763310909E-1
2.459576503E2,4.966282845E-2,-1.575746536E-1,5.314750671E-1
2.459626466E2,4.480323792E-1,-3.999156952E-1,5.929232836E-1
2.459676428E2,8.287861347E-1,-6.669082642E-1,6.032512188E-1
2.459726391E2,1.201628923E0,-9.583816528E-1,5.381706953E-1
2.459776353E2,1.499805570E0,-1.317169189E0,4.163513184E-1
2.459826316E2,1.771245360E0,-1.666570187E0,3.139616251E-1
2.459876278E2,1.973153353E0,-2.078186989E0,1.732202768E-1
2.459926241E2,2.144075155E0,-2.451369762E0,5.594217777E-2
2.459976203E2,2.255358934E0,-2.848239899E0,-8.626651764E-2
2.460026166E2,2.302517414E0,-3.201690674E0,-2.058579922E-1
2.460076128E2,2.295130730E0,-3.612234592E0,-3.218801022E-1
2.460126091E2,2.276347160E0,-4.036767006E0,-3.862934709E-1
2.460176053E2,2.250630617E0,-4.451457500E0,-4.851093888E-1
2.460226016E2,2.198873043E0,-4.841958046E0,-6.373350620E-1
2.460275978E2,2.192808867E0,-5.165246964E0,-7.711271048E-1
2.460325941E2,2.170265198E0,-5.383085728E0,-9.010340571E-1
2.460375903E2,2.155479431E0,-5.586386681E0,-9.647634029E-1
2.460425866E2,2.086673737E0,-5.818094730E0,-1.000595093E0
2.460475828E2,1.964227676E0,-6.054218292E0,-9.699379802E-1
2.460525791E2,1.845820427E0,-6.203897476E0,-1.030071855E0
2.460575753E2,1.674307227E0,-6.271986961E0,-1.151923895E0
2.460625716E2,1.598467469E0,-6.454612732E0,-1.540560007E0
2.460675678E2,1.485224009E0,-6.627104759E0,-1.559321046E0
2.460725641E2,1.320741415E0,-6.727263927E0,-1.566912532E0
2.460775603E2,1.201194286E0,-6.817321301E0,-1.534171939E0
2.460825566E2,1.083993912E0,-6.858996868E0,-1.494139791E0
2.460875528E2,1.003104210E0,-6.861852169E0,-1.542253494E0
2.460925491E2,9.014485478E-1,-6.916715145E0,-1.544759750E0
2.460975453E2,6.927205324E-1,-6.947021961E0,-1.401701927E0
2.461025416E2,5.344455242E-1,-6.962418556E0,-1.577587843E0
2.461075378E2,4.888367653E-1,-6.852886677E0,-1.316686988E0
2.461125341E2,3.069514036E-1,-6.733330250E0,-1.160624743E0
2.461175303E2,4.616022110E-2,-6.512884140E0,-8.947443962E-1
2.461225266E2,-1.209952831E-1,-6.110318184E0,-4.573049545E-1
2.461275228E2,-2.422995567E-1,-5.717141151E0,-3.077759147E-1
2.461325191E2,-2.646344900E-1,-5.419289112E0,-9.746247530E-2
2.461375153E2,-3.695042133E-1,-4.838746548E0,2.398046255E-1
2.461425116E2,-4.606684446E-1,-4.348767281E0,5.401747227E-1
2.461475078E2,-7.105566263E-1,-3.824892521E0,8.168352842E-1
2.461525041E2,-1.004523039E0,-3.171556473E0,9.877161384E-1
2.461575003E2,-1.367257953E0,-2.455976963E0,1.176209450E0
2.461624966E2,-1.665790200E0,-1.687941074E0,1.410241604E0
2.461674928E2,-1.891230702E0,-9.919528961E-1,1.651223898E0
2.461724891E2,-2.005566597E0,-2.149438858E-1,2.014490604E0
2.461774853E2,-2.046933889E0,6.095085144E-1,2.319113731E0
2.461824816E2,-2.148961782E0,1.423944473E0,2.690953732E0
2.461874778E2,-2.325955629E0,2.409967422E0,3.017332554E0
2.461924741E2,-2.597395897E0,3.548023224E0,3.180695534E0
2.461974703E2,-2.930729389E0,4.861466408E0,3.250540018E0
2.462024666E2,-3.317554951E0,6.029207230E0,3.970852852E0
2.462074628E2,-3.864573956E0,7.155975342E0,4.938710213E0
2.462124591E2,-4.343556404E0,8.155222893E0,4.568708420E0
2.462174553E2,-4.602796555E0,8.869212151E0,2.927928209E0
2.462224516E2,-4.226954460E0,8.801322937E0,5.626776814E-1
2.462274478E2,-3.187028170E0,8.024919510E0,-4.461740851E-1
2.462324441E2,-1.902959824E0,6.856969833E0,1.773357391E-2
2.462374403E2,-7.082585096E-1,5.680891991E0,5.505182743E-1
2.462424366E2,1.067352295E-1,4.669178963E0,9.831696749E-1
2.462474328E2,4.906344414E-1,3.888832092E0,1.098453283E0
2.462524291E2,7.269406915E-1,3.488079071E0,1.033140302E0
